factor,return,group,ic_mean,icir_annual,ic_hit_ratio,ic_monotonicity,long_short_annual,long_short_sharpe,long_excess_annual,long_excess_ir
amp_q4_q1_diff_ret_20_ne,20D,total,-0.06222788024058195,-3.5148077350994127,0.8583333333333333,0.7939393939393938,0.1619949905847762,1.777122073897449,0.020957576378988593,0.4667937281456004
amp_high_low_diff_ret_20_ne,20D,total,-0.05553885372437573,-3.184967859949211,0.85,0.709090909090909,0.15356628699592545,1.6962860979237746,0.014778628500388614,0.33507252001322513
tr_q1_ret_20_ne,20D,total,0.018164144291789117,1.3749075120957719,0.725,-0.04242424242424241,0.055728089710412695,0.4907326731696676,-0.0027466681259973673,-0.0582158368071646
tr_q2_ret_20_ne,20D,total,0.018077655364703966,1.4045927777494522,0.7083333333333334,0.04242424242424241,0.051279050471315174,0.4845702358309063,-0.0150155005664286,-0.2890155344863901
tr_q3_ret_20_ne,20D,total,0.005211798088074421,0.4041031863643527,0.6,0.29696969696969694,-0.00363669196567197,-0.31673044376132925,-0.04754991283343575,-0.7139359404943683
tr_q4_ret_20_ne,20D,total,-0.0652327426276714,-3.273169086587381,0.85,0.8545454545454544,0.19183996266083345,1.9326048401568694,0.02639356180782676,0.5184641303516595
tr_q4_q1_diff_ret_20_ne,20D,total,-0.06542461266683393,-3.428081240361325,0.8416666666666667,0.8909090909090909,0.18445758318701808,1.9407576522688164,0.026745119344509814,0.5529197452750763
tr_high_low_diff_ret_20_ne,20D,total,-0.058117784941922296,-3.1509571677302413,0.825,0.7333333333333332,0.17550691325708184,1.7855113927659134,0.01782829910928891,0.3799361835447098
ind_q1_ret_20_ne,20D,total,0.006160063553051495,0.2609499416533839,0.5833333333333334,-0.04242424242424241,-0.07902651756743166,-0.9798714321213413,-0.10355197094485091,-1.9551119635544445
ind_q2_ret_20_ne,20D,total,-0.013499295291662227,-0.8397008674594981,0.5416666666666666,0.23636363636363633,0.06806394619383427,0.6232830025079643,-0.02472142049456562,-0.40285679094275834
ind_q3_ret_20_ne,20D,total,-0.02720064765618149,-1.764956862019787,0.65,0.24848484848484845,0.08166370739066492,0.7156047499230564,-0.026837904362771975,-0.5706689578205092
ind_q4_ret_20_ne,20D,total,-0.03882629883085977,-1.8879326509109318,0.675,0.17575757575757575,0.06000623667199725,0.42320943296785485,-0.034594199647376284,-0.9221656918073219
ind_q4_q1_diff_ret_20_ne,20D,total,-0.02734708918333567,-1.1469300291096667,0.6416666666666667,-0.09090909090909088,-0.006084771687801105,-0.2499108197094645,-0.0726734843563436,-1.700127894512682
ind_high_low_diff_ret_20_ne,20D,total,-0.02565038189069095,-1.1955510089972807,0.675,0.01818181818181818,-0.005542892613217452,-0.2584699440468381,-0.060447414687754206,-1.5684117214485653
vm_ind_q1_ret_20_ne,20D,total,0.0042134555738992194,0.1780766422597013,0.575,-0.18787878787878787,-0.08023022346436848,-1.0075985790107596,-0.10286387562250579,-1.9909556713661167
vm_ind_q2_ret_20_ne,20D,total,-0.011541050847125447,-0.708253779418615,0.55,0.22424242424242422,0.0667572618500984,0.5842671006783334,-0.0221081146548869,-0.35623602020917383
vm_ind_q3_ret_20_ne,20D,total,-0.024304071676271275,-1.579746926234952,0.6416666666666667,0.11515151515151514,0.07418192295501362,0.6080920136870297,-0.03157266074664069,-0.6532839065520131
vm_ind_q4_ret_20_ne,20D,total,-0.04016215085942624,-2.0030923339330933,0.6916666666666667,0.18787878787878787,0.06573672545677807,0.48501734015654707,-0.030049247154068072,-0.8192068167669846
